"month_last","donation_count","total_volume","month_first","result","age","freq","log_freq","sqrt_freq","donation_score","log_score","first_time","log_recency","sqrt_recency"
14,16,4000,98,0,84,5.25,1.83258146374831,2.29128784747792,1344,7.20414929203594,0,2.70805020110221,3.74165738677394
14,4,1000,28,1,14,3.5,1.50407739677627,1.87082869338697,56,4.04305126783455,0,2.70805020110221,3.74165738677394
16,7,1750,39,0,23,3.28571428571429,1.45528723260684,1.81265393434993,161,5.08759633523238,0,2.83321334405622,4
14,7,1750,47,0,33,4.71428571428571,1.74296930505862,2.17124059336724,231,5.44673737166631,0,2.70805020110221,3.74165738677394
16,6,1500,35,1,19,3.16666666666667,1.42711635564015,1.77951304200522,114,4.74493212836325,0,2.83321334405622,4
11,3,750,28,0,17,5.66666666666667,1.89711998488588,2.38047614284762,51,3.95124371858143,0,2.484906649788,3.3166247903554
11,1,250,11,1,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
9,3,750,34,0,25,8.33333333333333,2.23359222150709,2.88675134594813,75,4.33073334028633,0,2.30258509299405,3
14,4,1000,30,0,16,4,1.6094379124341,2,64,4.17438726989564,0,2.70805020110221,3.74165738677394
23,38,9500,98,0,75,1.97368421052632,1.08980165898595,1.40487871737254,2850,7.95542508891267,0,3.17805383034795,4.79583152331272
11,1,250,11,0,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
11,1,250,11,0,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
11,1,250,11,0,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
11,1,250,11,0,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
11,1,250,11,0,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
11,2,500,21,0,10,5,1.79175946922805,2.23606797749979,20,3.04452243772342,0,2.484906649788,3.3166247903554
11,5,1250,50,0,39,7.8,2.17475172148416,2.79284800875379,195,5.27811465923052,0,2.484906649788,3.3166247903554
11,2,500,21,0,10,5,1.79175946922805,2.23606797749979,20,3.04452243772342,0,2.484906649788,3.3166247903554
16,4,1000,28,0,12,3,1.38629436111989,1.73205080756888,48,3.89182029811063,0,2.83321334405622,4
14,3,750,26,0,12,4,1.6094379124341,2,36,3.61091791264422,0,2.70805020110221,3.74165738677394
9,2,500,26,0,17,8.5,2.2512917986065,2.91547594742265,34,3.55534806148941,0,2.30258509299405,3
14,6,1500,51,0,37,6.16666666666667,1.96944064646551,2.48327740429189,222,5.40717177146012,0,2.70805020110221,3.74165738677394
11,2,500,24,0,13,6.5,2.01490302054226,2.54950975679639,26,3.29583686600433,0,2.484906649788,3.3166247903554
4,3,750,71,0,67,22.3333333333333,3.14988295338125,4.72581562625261,201,5.30826769740121,0,1.6094379124341,2
21,13,3250,57,0,36,2.76923076923077,1.32687094064909,1.66410058867569,468,6.15060276844628,0,3.09104245335832,4.58257569495584
11,6,1500,71,0,60,10,2.39789527279837,3.16227766016838,360,5.88887795833288,0,2.484906649788,3.3166247903554
14,2,500,21,1,7,3.5,1.50407739677627,1.87082869338697,14,2.70805020110221,0,2.70805020110221,3.74165738677394
23,15,3750,57,0,34,2.26666666666667,1.18377009700842,1.50554530541816,510,6.2363695902037,0,3.17805383034795,4.79583152331272
14,4,1000,38,0,24,6,1.94591014905531,2.44948974278318,96,4.57471097850338,0,2.70805020110221,3.74165738677394
11,2,500,26,0,15,7.5,2.14006616349627,2.73861278752583,30,3.43398720448515,0,2.484906649788,3.3166247903554
16,5,1250,40,1,24,4.8,1.75785791755237,2.19089023002066,120,4.79579054559674,0,2.83321334405622,4
4,2,500,51,1,47,23.5,3.19867311755068,4.84767985741633,94,4.55387689160054,0,1.6094379124341,2
14,4,1000,40,0,26,6.5,2.01490302054226,2.54950975679639,104,4.65396035015752,0,2.70805020110221,3.74165738677394
11,3,750,40,1,29,9.66666666666667,2.36712361413162,3.1091263510296,87,4.47733681447821,0,2.484906649788,3.3166247903554
14,5,1250,50,0,36,7.2,2.10413415427021,2.68328157299975,180,5.19849703126583,0,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,7,1750,72,0,58,8.28571428571429,2.22847712084032,2.8784916685157,406,6.00881318544259,0,2.70805020110221,3.74165738677394
14,1,250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
9,3,750,52,0,43,14.3333333333333,2.73002910782099,3.78593889720018,129,4.86753445045558,0,2.30258509299405,3
14,7,1750,73,0,59,8.42857142857143,2.24374459297111,2.90320020470023,413,6.02586597382531,0,2.70805020110221,3.74165738677394
11,4,1000,58,0,47,11.75,2.54553127160443,3.42782730020052,188,5.24174701505964,0,2.484906649788,3.3166247903554
11,4,1000,59,0,48,12,2.56494935746154,3.46410161513775,192,5.26269018890489,0,2.484906649788,3.3166247903554
4,2,500,59,0,55,27.5,3.3499040872746,5.24404424085076,110,4.70953020131233,0,1.6094379124341,2
11,4,1000,61,0,50,12.5,2.60268968544438,3.53553390593274,200,5.30330490805908,0,2.484906649788,3.3166247903554
16,4,1000,40,0,24,6,1.94591014905531,2.44948974278318,96,4.57471097850338,0,2.83321334405622,4
16,10,2500,89,0,73,7.3,2.11625551480255,2.70185121722126,730,6.59441345974978,0,2.83321334405622,4
21,2,500,21,1,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,3,750,26,0,5,1.66666666666667,0.980829253011726,1.29099444873581,15,2.77258872223978,0,3.09104245335832,4.58257569495584
16,8,2000,76,0,60,7.5,2.14006616349627,2.73861278752583,480,6.17586727010576,0,2.83321334405622,4
21,3,750,26,1,5,1.66666666666667,0.980829253011726,1.29099444873581,15,2.77258872223978,0,3.09104245335832,4.58257569495584
18,2,500,23,0,5,2.5,1.25276296849537,1.58113883008419,10,2.39789527279837,0,2.94443897916644,4.24264068711928
23,5,1250,33,0,10,2,1.09861228866811,1.4142135623731,50,3.93182563272433,0,3.17805383034795,4.79583152331272
16,3,750,34,0,18,6,1.94591014905531,2.44948974278318,54,4.00733318523247,0,2.83321334405622,4
14,5,1250,64,0,50,10,2.39789527279837,3.16227766016838,250,5.52545293913178,0,2.70805020110221,3.74165738677394
14,3,750,41,0,27,9,2.30258509299405,3,81,4.40671924726425,0,2.70805020110221,3.74165738677394
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,4,1000,45,0,29,7.25,2.11021320034659,2.69258240356725,116,4.76217393479776,0,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,1,250,16,0,0,0,0,0,0,0,1,2.83321334405622,4
21,2,500,23,0,2,1,0.693147180559945,1,4,1.6094379124341,0,3.09104245335832,4.58257569495584
21,2,500,23,0,2,1,0.693147180559945,1,4,1.6094379124341,0,3.09104245335832,4.58257569495584
14,4,1000,57,0,43,10.75,2.46385324059017,3.278719262151,172,5.15329159449778,0,2.70805020110221,3.74165738677394
16,5,1250,60,0,44,8.8,2.28238238567653,2.96647939483827,220,5.39816270151775,0,2.83321334405622,4
23,2,500,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
14,5,1250,74,0,60,12,2.56494935746154,3.46410161513775,300,5.70711026474888,0,2.70805020110221,3.74165738677394
23,3,750,28,0,5,1.66666666666667,0.980829253011726,1.29099444873581,15,2.77258872223978,0,3.17805383034795,4.79583152331272
16,3,750,40,0,24,8,2.19722457733622,2.82842712474619,72,4.29045944114839,0,2.83321334405622,4
9,2,500,52,0,43,21.5,3.11351530921037,4.63680924774785,86,4.46590811865458,0,2.30258509299405,3
9,2,500,52,0,43,21.5,3.11351530921037,4.63680924774785,86,4.46590811865458,0,2.30258509299405,3
16,7,1750,87,1,71,10.1428571428571,2.41079867763428,3.18478525851542,497,6.21060007702465,0,2.83321334405622,4
14,2,500,35,0,21,10.5,2.4423470353692,3.24037034920393,42,3.76120011569356,0,2.70805020110221,3.74165738677394
16,7,1750,93,0,77,11,2.484906649788,3.3166247903554,539,6.29156913955832,0,2.83321334405622,4
21,2,500,25,0,4,2,1.09861228866811,1.4142135623731,8,2.19722457733622,0,3.09104245335832,4.58257569495584
14,3,750,52,0,38,12.6666666666667,2.6149597780362,3.55902608401044,114,4.74493212836325,0,2.70805020110221,3.74165738677394
18,8,2000,95,0,77,9.625,2.36320971481048,3.10241841149771,616,6.42486902390539,0,2.94443897916644,4.24264068711928
16,3,750,46,0,30,10,2.39789527279837,3.16227766016838,90,4.51085950651685,0,2.83321334405622,4
11,3,750,76,0,65,21.6666666666667,3.120895416508,4.65474668125631,195,5.27811465923052,0,2.484906649788,3.3166247903554
23,12,3000,86,0,63,5.25,1.83258146374831,2.29128784747792,756,6.62936325343745,0,3.17805383034795,4.79583152331272
21,3,750,35,0,14,4.66666666666667,1.73460105538811,2.16024689946929,42,3.76120011569356,0,3.09104245335832,4.58257569495584
23,2,500,26,0,3,1.5,0.916290731874155,1.22474487139159,6,1.94591014905531,0,3.17805383034795,4.79583152331272
23,2,500,26,0,3,1.5,0.916290731874155,1.22474487139159,6,1.94591014905531,0,3.17805383034795,4.79583152331272
23,3,750,33,0,10,3.33333333333333,1.46633706879343,1.82574185835055,30,3.43398720448515,0,3.17805383034795,4.79583152331272
23,2,500,28,0,5,2.5,1.25276296849537,1.58113883008419,10,2.39789527279837,0,3.17805383034795,4.79583152331272
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,1,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,1,250,21,0,0,0,0,0,0,0,1,3.09104245335832,4.58257569495584
21,5,1250,60,0,39,7.8,2.17475172148416,2.79284800875379,195,5.27811465923052,0,3.09104245335832,4.58257569495584
23,4,1000,45,0,22,5.5,1.87180217690159,2.34520787991171,88,4.48863636973214,0,3.17805383034795,4.79583152331272
21,4,1000,52,0,31,7.75,2.16905370036952,2.78388218141501,124,4.8283137373023,0,3.09104245335832,4.58257569495584
22,1,250,22,1,0,0,0,0,0,0,1,3.13549421592915,4.69041575982343
11,2,500,70,0,59,29.5,3.41772668361337,5.43139024560011,118,4.77912349311153,0,2.484906649788,3.3166247903554
23,5,1250,58,0,35,7,2.07944154167984,2.64575131106459,175,5.17048399503815,0,3.17805383034795,4.79583152331272
23,3,750,40,0,17,5.66666666666667,1.89711998488588,2.38047614284762,51,3.95124371858143,0,3.17805383034795,4.79583152331272
23,3,750,41,0,18,6,1.94591014905531,2.44948974278318,54,4.00733318523247,0,3.17805383034795,4.79583152331272
14,3,750,83,0,69,23,3.17805383034795,4.79583152331272,207,5.33753807970132,0,2.70805020110221,3.74165738677394
21,2,500,35,0,14,7,2.07944154167984,2.64575131106459,28,3.36729582998647,0,3.09104245335832,4.58257569495584
26,5,1250,49,1,23,4.6,1.7227665977411,2.14476105895272,115,4.75359019110636,0,3.29583686600433,5.09901951359278
23,6,1500,70,0,47,7.83333333333333,2.17853244432407,2.79880927062444,282,5.64544689764324,0,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,1,250,23,0,0,0,0,0,0,0,1,3.17805383034795,4.79583152331272
23,4,1000,53,0,30,7.5,2.14006616349627,2.73861278752583,120,4.79579054559674,0,3.17805383034795,4.79583152331272
21,6,1500,86,0,65,10.8333333333333,2.47092040781326,3.29140294302192,390,5.96870755998537,0,3.09104245335832,4.58257569495584
21,3,750,64,0,43,14.3333333333333,2.73002910782099,3.78593889720018,129,4.86753445045558,0,3.09104245335832,4.58257569495584
16,2,500,70,0,54,27,3.3322045101752,5.19615242270663,108,4.69134788222914,0,2.83321334405622,4
21,3,750,70,0,49,16.3333333333333,2.85263142991332,4.04145188432738,147,4.99721227376411,0,3.09104245335832,4.58257569495584
23,4,1000,87,0,64,16,2.83321334405622,4,256,5.54907608489522,0,3.17805383034795,4.79583152331272
23,3,750,89,0,66,22,3.13549421592915,4.69041575982343,198,5.29330482472449,0,3.17805383034795,4.79583152331272
35,3,750,64,0,29,9.66666666666667,2.36712361413162,3.1091263510296,87,4.47733681447821,0,3.58351893845611,5.91607978309962
74,1,250,74,0,0,0,0,0,0,0,1,4.31748811353631,8.60232526704263
2,43,10750,86,1,84,1.95348837209302,1.08298697076503,1.39767248384342,3612,8.19229373114764,0,1.09861228866811,1.4142135623731
6,22,5500,28,1,22,1,0.693147180559945,1,484,6.18414889093748,0,1.94591014905531,2.44948974278318
2,44,11000,98,0,96,2.18181818181818,1.15745278869104,1.47709789175199,4224,8.34877453979127,0,1.09861228866811,1.4142135623731
2,11,2750,23,0,21,1.90909090909091,1.06784063000136,1.38169855941551,231,5.44673737166631,0,1.09861228866811,1.4142135623731
2,21,5250,52,1,50,2.38095238095238,1.21815743931789,1.54303349962092,1050,6.95749737087695,0,1.09861228866811,1.4142135623731
4,4,1000,4,1,0,0,0,0,0,0,1,1.6094379124341,2
2,11,2750,26,0,24,2.18181818181818,1.15745278869104,1.47709789175199,264,5.57972982598622,0,1.09861228866811,1.4142135623731
2,11,2750,28,0,26,2.36363636363636,1.21302263984585,1.53741222957161,286,5.65948221575962,0,1.09861228866811,1.4142135623731
3,14,3500,35,0,32,2.28571428571429,1.18958406687384,1.51185789203691,448,6.10702288774225,0,1.38629436111989,1.73205080756888
4,6,1500,14,0,10,1.66666666666667,0.980829253011726,1.29099444873581,60,4.11087386417331,0,1.6094379124341,2
3,5,1250,12,1,9,1.8,1.02961941718116,1.34164078649987,45,3.8286413964891,0,1.38629436111989,1.73205080756888
4,33,8250,98,1,94,2.84848484848485,1.34767952499211,1.68774549280537,3102,8.04012466444838,0,1.6094379124341,2
3,10,2500,33,1,30,3,1.38629436111989,1.73205080756888,300,5.70711026474888,0,1.38629436111989,1.73205080756888
4,10,2500,28,1,24,2.4,1.22377543162212,1.54919333848297,240,5.48479693349065,0,1.6094379124341,2
2,11,2750,40,1,38,3.45454545454545,1.49392502531226,1.85864075456917,418,6.03787091992214,0,1.09861228866811,1.4142135623731
2,11,2750,41,1,39,3.54545454545455,1.51412773262978,1.88293774338254,429,6.06378520868761,0,1.09861228866811,1.4142135623731
4,13,3250,39,1,35,2.69230769230769,1.30625165344635,1.64082530828473,455,6.12249280951439,0,1.6094379124341,2
1,10,2500,43,1,42,4.2,1.64865862558738,2.04939015319192,420,6.04263283368238,0,0.693147180559945,1
4,9,2250,28,0,24,2.66666666666667,1.29928298413026,1.63299316185545,216,5.37989735354046,0,1.6094379124341,2
2,5,1250,16,1,14,2.8,1.33500106673234,1.67332005306815,70,4.26267987704132,0,1.09861228866811,1.4142135623731
2,6,1500,22,1,20,3.33333333333333,1.46633706879343,1.82574185835055,120,4.79579054559674,0,1.09861228866811,1.4142135623731
4,5,1250,16,1,12,2.4,1.22377543162212,1.54919333848297,60,4.11087386417331,0,1.6094379124341,2
2,4,1000,14,1,12,3,1.38629436111989,1.73205080756888,48,3.89182029811063,0,1.09861228866811,1.4142135623731
2,4,1000,14,0,12,3,1.38629436111989,1.73205080756888,48,3.89182029811063,0,1.09861228866811,1.4142135623731
2,6,1500,26,0,24,4,1.6094379124341,2,144,4.97673374242057,0,1.09861228866811,1.4142135623731
4,5,1250,16,1,12,2.4,1.22377543162212,1.54919333848297,60,4.11087386417331,0,1.6094379124341,2
2,7,1750,32,1,30,4.28571428571429,1.66500776358891,2.07019667802706,210,5.35185813347607,0,1.09861228866811,1.4142135623731
2,6,1500,26,1,24,4,1.6094379124341,2,144,4.97673374242057,0,1.09861228866811,1.4142135623731
2,8,2000,38,1,36,4.5,1.70474809223843,2.12132034355964,288,5.66642668811243,0,1.09861228866811,1.4142135623731
2,2,500,4,1,2,1,0.693147180559945,1,4,1.6094379124341,0,1.09861228866811,1.4142135623731
2,6,1500,28,1,26,4.33333333333333,1.67397643357167,2.08166599946613,156,5.05624580534831,0,1.09861228866811,1.4142135623731
4,2,500,4,1,0,0,0,0,0,0,1,1.6094379124341,2
1,14,3500,95,0,94,6.71428571428571,2.04307389750896,2.59119387817386,1316,7.18311170174328,0,0.693147180559945,1
2,3,750,11,0,9,3,1.38629436111989,1.73205080756888,27,3.3322045101752,0,1.09861228866811,1.4142135623731
2,12,3000,70,1,68,5.66666666666667,1.89711998488588,2.38047614284762,816,6.70563909486,0,1.09861228866811,1.4142135623731
4,7,1750,32,1,28,4,1.6094379124341,2,196,5.28320372873799,0,1.6094379124341,2
4,4,1000,16,0,12,3,1.38629436111989,1.73205080756888,48,3.89182029811063,0,1.6094379124341,2
2,6,1500,35,1,33,5.5,1.87180217690159,2.34520787991171,198,5.29330482472449,0,1.09861228866811,1.4142135623731
2,3,750,14,0,12,4,1.6094379124341,2,36,3.61091791264422,0,1.09861228866811,1.4142135623731
2,4,1000,23,0,21,5.25,1.83258146374831,2.29128784747792,84,4.44265125649032,0,1.09861228866811,1.4142135623731
4,4,1000,18,0,14,3.5,1.50407739677627,1.87082869338697,56,4.04305126783455,0,1.6094379124341,2
5,6,1500,28,0,23,3.83333333333333,1.57553636075842,1.95789002074512,138,4.93447393313069,0,1.79175946922805,2.23606797749979
4,6,1500,30,0,26,4.33333333333333,1.67397643357167,2.08166599946613,156,5.05624580534831,0,1.6094379124341,2
14,5,1250,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
3,8,2000,50,0,47,5.875,1.92789164355263,2.42383992870816,376,5.93224518744801,0,1.38629436111989,1.73205080756888
4,9,2250,52,0,48,5.33333333333333,1.84582669049833,2.3094010767585,432,6.07073772800249,0,1.6094379124341,2
4,16,4000,98,1,94,5.875,1.92789164355263,2.42383992870816,1504,7.31654817718298,0,1.6094379124341,2
2,9,2250,75,0,73,8.11111111111111,2.20949466992803,2.84800124843918,657,6.48920493132532,0,1.09861228866811,1.4142135623731
4,6,1500,35,0,31,5.16666666666667,1.81915844341617,2.27303028283098,186,5.23110861685459,0,1.6094379124341,2
4,9,2250,55,0,51,5.66666666666667,1.89711998488588,2.38047614284762,459,6.13122648948314,0,1.6094379124341,2
4,6,1500,35,1,31,5.16666666666667,1.81915844341617,2.27303028283098,186,5.23110861685459,0,1.6094379124341,2
2,6,1500,45,0,43,7.16666666666667,2.10006082888257,2.67706306736817,258,5.55682806169954,0,1.09861228866811,1.4142135623731
2,6,1500,47,0,45,7.5,2.14006616349627,2.73861278752583,270,5.6021188208797,0,1.09861228866811,1.4142135623731
4,2,500,9,0,5,2.5,1.25276296849537,1.58113883008419,10,2.39789527279837,0,1.6094379124341,2
2,2,500,11,1,9,4.5,1.70474809223843,2.12132034355964,18,2.94443897916644,0,1.09861228866811,1.4142135623731
4,6,1500,38,1,34,5.66666666666667,1.89711998488588,2.38047614284762,204,5.32300997913841,0,1.6094379124341,2
9,9,2250,38,0,29,3.22222222222222,1.44036158239017,1.7950549357115,261,5.5683445037611,0,2.30258509299405,3
11,5,1250,18,0,7,1.4,0.8754687373539,1.18321595661992,35,3.58351893845611,0,2.484906649788,3.3166247903554
2,3,750,21,0,19,6.33333333333333,1.99243016469021,2.51661147842358,57,4.06044301054642,0,1.09861228866811,1.4142135623731
2,1,250,2,0,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,1,250,2,1,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,1,250,2,0,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,1,250,2,0,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,1,250,2,0,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,1,250,2,0,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,1,250,2,0,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,1,250,2,0,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,1,250,2,0,0,0,0,0,0,0,1,1.09861228866811,1.4142135623731
2,3,750,22,0,20,6.66666666666667,2.03688192726104,2.58198889747161,60,4.11087386417331,0,1.09861228866811,1.4142135623731
9,11,2750,49,1,40,3.63636363636364,1.53393035992596,1.90692517849118,440,6.08904487544685,0,2.30258509299405,3
3,5,1250,38,0,35,7,2.07944154167984,2.64575131106459,175,5.17048399503815,0,1.38629436111989,1.73205080756888
3,1,250,3,1,0,0,0,0,0,0,1,1.38629436111989,1.73205080756888
4,6,1500,43,0,39,6.5,2.01490302054226,2.54950975679639,234,5.45958551414416,0,1.6094379124341,2
2,3,750,24,0,22,7.33333333333333,2.12026353620009,2.70801280154532,66,4.20469261939097,0,1.09861228866811,1.4142135623731
12,11,2750,39,0,27,2.45454545454545,1.23969088692802,1.56669890360128,297,5.6970934865054,0,2.56494935746154,3.46410161513775
2,2,500,14,0,12,6,1.94591014905531,2.44948974278318,24,3.2188758248682,0,1.09861228866811,1.4142135623731
9,3,750,14,0,5,1.66666666666667,0.980829253011726,1.29099444873581,15,2.77258872223978,0,2.30258509299405,3
14,8,2000,26,0,12,1.5,0.916290731874155,1.22474487139159,96,4.57471097850338,0,2.70805020110221,3.74165738677394
4,2,500,13,0,9,4.5,1.70474809223843,2.12132034355964,18,2.94443897916644,0,1.6094379124341,2
4,11,2750,95,0,91,8.27272727272727,2.2270775404859,2.87623491264661,1001,6.90975328164481,0,1.6094379124341,2
4,1,250,4,0,0,0,0,0,0,0,1,1.6094379124341,2
4,1,250,4,0,0,0,0,0,0,0,1,1.6094379124341,2
4,1,250,4,0,0,0,0,0,0,0,1,1.6094379124341,2
4,1,250,4,0,0,0,0,0,0,0,1,1.6094379124341,2
4,1,250,4,0,0,0,0,0,0,0,1,1.6094379124341,2
4,1,250,4,0,0,0,0,0,0,0,1,1.6094379124341,2
4,1,250,4,0,0,0,0,0,0,0,1,1.6094379124341,2
4,1,250,4,0,0,0,0,0,0,0,1,1.6094379124341,2
4,7,1750,62,0,58,8.28571428571429,2.22847712084032,2.8784916685157,406,6.00881318544259,0,1.6094379124341,2
4,4,1000,34,1,30,7.5,2.14006616349627,2.73861278752583,120,4.79579054559674,0,1.6094379124341,2
11,6,1500,28,0,17,2.83333333333333,1.34373474670109,1.68325082306035,102,4.63472898822964,0,2.484906649788,3.3166247903554
13,3,750,14,1,1,0.333333333333333,0.287682072451781,0.577350269189626,3,1.38629436111989,0,2.63905732961526,3.60555127546399
9,9,2250,54,0,45,5,1.79175946922805,2.23606797749979,405,6.00635315960173,0,2.30258509299405,3
11,2,500,11,0,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
2,5,1250,63,0,61,12.2,2.58021682959233,3.4928498393146,305,5.72358510195238,0,1.09861228866811,1.4142135623731
7,11,2750,89,0,82,7.45454545454545,2.13470422035489,2.73030134866931,902,6.80572255341699,0,2.07944154167984,2.64575131106459
8,9,2250,64,0,56,6.22222222222222,1.97716269255942,2.49443825784929,504,6.22455842927536,0,2.19722457733622,2.82842712474619
2,2,500,22,0,20,10,2.39789527279837,3.16227766016838,40,3.71357206670431,0,1.09861228866811,1.4142135623731
11,16,4000,89,0,78,4.875,1.77070606003022,2.20794021658196,1248,7.13009851012558,0,2.484906649788,3.3166247903554
4,5,1250,58,0,54,10.8,2.46809953147162,3.286335345031,270,5.6021188208797,0,1.6094379124341,2
14,7,1750,35,0,21,3,1.38629436111989,1.73205080756888,147,4.99721227376411,0,2.70805020110221,3.74165738677394
11,4,1000,27,0,16,4,1.6094379124341,2,64,4.17438726989564,0,2.484906649788,3.3166247903554
7,9,2250,89,1,82,9.11111111111111,2.31363492918063,3.01846171271247,738,6.6052979209482,0,2.07944154167984,2.64575131106459
7,5,1250,52,0,45,9,2.30258509299405,3,225,5.42053499927229,0,2.07944154167984,2.64575131106459
11,6,1500,41,0,30,5,1.79175946922805,2.23606797749979,180,5.19849703126583,0,2.484906649788,3.3166247903554
10,5,1250,38,0,28,5.6,1.88706964903238,2.36643191323985,140,4.94875989037817,0,2.39789527279837,3.16227766016838
14,2,500,14,1,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,2,500,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
14,2,500,14,0,0,0,0,0,0,0,1,2.70805020110221,3.74165738677394
2,2,500,33,0,31,15.5,2.80336038090653,3.93700393700591,62,4.14313472639153,0,1.09861228866811,1.4142135623731
11,3,750,23,0,12,4,1.6094379124341,2,36,3.61091791264422,0,2.484906649788,3.3166247903554
14,8,2000,46,0,32,4,1.6094379124341,2,256,5.54907608489522,0,2.70805020110221,3.74165738677394
9,1,250,9,0,0,0,0,0,0,0,1,2.30258509299405,3
16,5,1250,27,0,11,2.2,1.16315080980568,1.48323969741913,55,4.02535169073515,0,2.83321334405622,4
14,4,1000,26,0,12,3,1.38629436111989,1.73205080756888,48,3.89182029811063,0,2.70805020110221,3.74165738677394
4,2,500,30,0,26,13,2.63905732961526,3.60555127546399,52,3.97029191355212,0,1.6094379124341,2
14,3,750,21,0,7,2.33333333333333,1.20397280432594,1.52752523165195,21,3.09104245335832,0,2.70805020110221,3.74165738677394
16,16,4000,77,0,61,3.8125,1.5712166996139,1.95256241897666,976,6.88448665204278,0,2.83321334405622,4
4,2,500,31,0,27,13.5,2.67414864942653,3.67423461417477,54,4.00733318523247,0,1.6094379124341,2
14,8,2000,50,0,36,4.5,1.70474809223843,2.12132034355964,288,5.66642668811243,0,2.70805020110221,3.74165738677394
11,3,750,26,0,15,5,1.79175946922805,2.23606797749979,45,3.8286413964891,0,2.484906649788,3.3166247903554
14,7,1750,45,0,31,4.42857142857143,1.69167601067107,2.10441712323661,217,5.38449506278909,0,2.70805020110221,3.74165738677394
15,5,1250,33,0,18,3.6,1.52605630349505,1.89736659610103,90,4.51085950651685,0,2.77258872223978,3.87298334620742
16,2,500,16,0,0,0,0,0,0,0,1,2.83321334405622,4
16,3,750,21,0,5,1.66666666666667,0.980829253011726,1.29099444873581,15,2.77258872223978,0,2.83321334405622,4
11,8,2000,72,0,61,7.625,2.15466496291742,2.76134025429682,488,6.19236248947487,0,2.484906649788,3.3166247903554
11,1,250,11,0,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
11,1,250,11,0,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
11,1,250,11,1,0,0,0,0,0,0,1,2.484906649788,3.3166247903554
